epoch,accuracy,learning_rate,loss,top_5_accuracy,val_accuracy,val_loss,val_top_5_accuracy
0,0.11257455497980118,0.0010000000474974513,3.766427755355835,0.3342445194721222,0.5,3.491802453994751,0.5596421360969543
1,0.2972167134284973,0.0010000000474974513,2.5996806621551514,0.637425422668457,0.5,3.0155978202819824,0.5675944089889526
2,0.44234591722488403,0.0010000000474974513,1.9693650007247925,0.8352385759353638,0.5,3.137709379196167,0.5666003823280334
3,0.46197813749313354,0.0010000000474974513,1.7446950674057007,0.8941351771354675,0.4443340003490448,3.356905221939087,0.5626242756843567
4,0.4786282181739807,0.0010000000474974513,1.6096763610839844,0.9224652051925659,0.3131212592124939,3.247863531112671,0.596421480178833
5,0.4853379726409912,0.0005000000237487257,1.5127965211868286,0.9473161101341248,0.35685884952545166,3.1328306198120117,0.6023856997489929
6,0.4913021922111511,0.0005000000237487257,1.4211705923080444,0.9619781374931335,0.43439364433288574,2.6182680130004883,0.64115309715271
7,0.4913021922111511,0.0005000000237487257,1.40139639377594,0.9659543037414551,0.429423451423645,2.534409761428833,0.6958250403404236
8,0.4920477271080017,0.0005000000237487257,1.3695335388183594,0.9696819186210632,0.4433399736881256,2.460118293762207,0.8379721641540527
